public_metrics,edit_history_tweet_ids,text,created_at,id,referenced_tweets,entities,attachments,like_count,retweet_count
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1910319603894591830'],"RT @DesciLondon: 🛠️ Workshop Announcement

An Kor (AI Friendly), @TheShamaRahman (@NeuroCreate), @melnykowycz (@Cerebrum_DAO), and @calarse…",2025-04-10 13:11:00+00:00,1910319603894591830,"[{'type': 'retweeted', 'id': '1910271567830843586'}]","{'mentions': [{'start': 3, 'end': 15, 'username': 'DesciLondon', 'id': '1530964003370979329'}, {'start': 65, 'end': 80, 'username': 'TheShamaRahman', 'id': '300962663'}, {'start': 82, 'end': 94, 'username': 'NeuroCreate', 'id': '973511306799087617'}, {'start': 97, 'end': 109, 'username': 'melnykowycz', 'id': '16837215'}, {'start': 111, 'end': 124, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}]}",,0,4
"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1909959653875654850'],"RT @DesciLondon: 🚀 Speaker Announcement

Join @bmagierski, founder of @Cerebrum_DAO, as he reflects on a bold initiative to reshape the fut…",2025-04-09 13:20:41+00:00,1909959653875654850,"[{'type': 'retweeted', 'id': '1909894096803475897'}]","{'mentions': [{'start': 3, 'end': 15, 'username': 'DesciLondon', 'id': '1530964003370979329'}, {'start': 46, 'end': 57, 'username': 'bmagierski', 'id': '6492452'}, {'start': 70, 'end': 83, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}]}",,0,5
"{'retweet_count': 2, 'reply_count': 2, 'like_count': 28, 'quote_count': 1, 'bookmark_count': 2, 'impression_count': 717}",['1909562442872455354'],"The Trump administration recently slashed millions of dollars from medical research.

This is exactly why we need DeSci — a system where science isn’t determined by politics or budget cuts.

Decentralized Science empowers global collaboration, funds research directly, and keeps https://t.co/PS1588A0g5",2025-04-08 11:02:18+00:00,1909562442872455354,,"{'annotations': [{'start': 4, 'end': 8, 'probability': 0.8745, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 114, 'end': 118, 'probability': 0.443, 'type': 'Person', 'normalized_text': 'DeSci'}], 'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/PS1588A0g5', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1909562442872455354/photo/1', 'display_url': 'pic.x.com/PS1588A0g5', 'media_key': '3_1909561992576151552'}]}",{'media_keys': ['3_1909561992576151552']},28,2
"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1909561805124358506'],"RT @bioprotocol: The Bio x AI Hackathon officially kicks off TODAY with a live, in-person event in Berlin 🤖🧬

Deep dives into the frontier…",2025-04-08 10:59:46+00:00,1909561805124358506,"[{'type': 'retweeted', 'id': '1909510171250114850'}]","{'annotations': [{'start': 21, 'end': 23, 'probability': 0.2584, 'type': 'Organization', 'normalized_text': 'Bio'}, {'start': 27, 'end': 38, 'probability': 0.6116, 'type': 'Other', 'normalized_text': 'AI Hackathon'}, {'start': 99, 'end': 104, 'probability': 0.7897, 'type': 'Organization', 'normalized_text': 'Berlin'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'BioProtocol', 'id': '1531639904567971840'}]}",,0,10
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1909310475285786874'],RT @louviq: Yesterday's @foresightinst community update in Berlin was wonderful—thank you to our brilliant speakers and everyone who joined…,2025-04-07 18:21:05+00:00,1909310475285786874,"[{'type': 'retweeted', 'id': '1909154660469948610'}]","{'annotations': [{'start': 59, 'end': 64, 'probability': 0.4844, 'type': 'Organization', 'normalized_text': 'Berlin'}], 'mentions': [{'start': 3, 'end': 10, 'username': 'louviq', 'id': '3133562712'}, {'start': 24, 'end': 38, 'username': 'foresightinst', 'id': '260394566'}]}",,0,3
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1909310242938405075'],"RT @Molecule_dao: Scientists are bearing the brunt of budget cuts - again.

The question isn’t just what’s being cut today, but what breakt…",2025-04-07 18:20:09+00:00,1909310242938405075,"[{'type': 'retweeted', 'id': '1909226909616971973'}]","{'mentions': [{'start': 3, 'end': 16, 'username': 'Molecule_dao', 'id': '981035585933627392'}]}",,0,3
"{'retweet_count': 39, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1909309777727177105'],"RT @paulkhls: DeFi was born during the 2020 Covid market crash, despite the first protocols having launched as early as 2016

DeSci will be…",2025-04-07 18:18:18+00:00,1909309777727177105,"[{'type': 'retweeted', 'id': '1909273063583068443'}]","{'annotations': [{'start': 14, 'end': 17, 'probability': 0.4745, 'type': 'Organization', 'normalized_text': 'DeFi'}, {'start': 44, 'end': 48, 'probability': 0.965, 'type': 'Other', 'normalized_text': 'Covid'}, {'start': 126, 'end': 130, 'probability': 0.4536, 'type': 'Other', 'normalized_text': 'DeSci'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'paulkhls', 'id': '4811642364'}]}",,0,39
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 9, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 555}",['1909150448784748997'],Don't miss the date https://t.co/GRAe9efira,2025-04-07 07:45:11+00:00,1909150448784748997,"[{'type': 'quoted', 'id': '1908060876952801744'}]","{'urls': [{'start': 20, 'end': 43, 'url': 'https://t.co/GRAe9efira', 'expanded_url': 'https://twitter.com/Cerebrum_DAO/status/1908060876952801744', 'display_url': 'x.com/Cerebrum_DAO/s…'}]}",,9,2
"{'retweet_count': 1363, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1908945574893867319'],RT @hubermanlab: Your perception &amp; reality are not always aligned. https://t.co/Swzr017oTR,2025-04-06 18:11:06+00:00,1908945574893867319,"[{'type': 'retweeted', 'id': '1908627965552029708'}]","{'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/Swzr017oTR', 'expanded_url': 'https://x.com/hubermanlab/status/1908627965552029708/photo/1', 'display_url': 'pic.x.com/Swzr017oTR', 'media_key': '3_1908627962783744000'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'hubermanlab', 'id': '4416456732'}]}","{'media_source_tweet_id': ['1908627965552029708'], 'media_keys': ['3_1908627962783744000']}",0,1363
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 21, 'quote_count': 3, 'bookmark_count': 0, 'impression_count': 1642}",['1908060876952801744'],"Exciting news! Brian Magierski (@bmagierski) will be speaking at the upcoming Decentralised Science (@DesciLondon) Conference 2025 in London. 

His talk, ""Pursuing a Brain Health Moonshot,"" is scheduled for Day 1 of the conference. Highlighting the work that is being done at https://t.co/GseLL4InpW",2025-04-04 07:35:37+00:00,1908060876952801744,,"{'annotations': [{'start': 15, 'end': 29, 'probability': 0.8574, 'type': 'Person', 'normalized_text': 'Brian Magierski'}, {'start': 92, 'end': 98, 'probability': 0.4751, 'type': 'Other', 'normalized_text': 'Science'}, {'start': 134, 'end': 139, 'probability': 0.9628, 'type': 'Place', 'normalized_text': 'London'}, {'start': 172, 'end': 186, 'probability': 0.6083, 'type': 'Other', 'normalized_text': 'Health Moonshot'}], 'urls': [{'start': 276, 'end': 299, 'url': 'https://t.co/GseLL4InpW', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1908060876952801744/photo/1', 'display_url': 'pic.x.com/GseLL4InpW', 'media_key': '3_1908060857147269120'}], 'mentions': [{'start': 32, 'end': 43, 'username': 'bmagierski', 'id': '6492452'}, {'start': 101, 'end': 113, 'username': 'DesciLondon', 'id': '1530964003370979329'}]}",{'media_keys': ['3_1908060857147269120']},21,4
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1907390946787938702'],"RT @Neuron_Percepta: Percepta is the first brain health supplement to be tokenized, merging neuroscience with Web3 funding.

Supported by @…",2025-04-02 11:13:33+00:00,1907390946787938702,"[{'type': 'retweeted', 'id': '1907331269643411658'}]","{'annotations': [{'start': 21, 'end': 28, 'probability': 0.6944, 'type': 'Other', 'normalized_text': 'Percepta'}, {'start': 110, 'end': 113, 'probability': 0.8775, 'type': 'Other', 'normalized_text': 'Web3'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'Neuron_Percepta', 'id': '1876983620872904704'}]}",,0,2
"{'retweet_count': 8, 'reply_count': 1, 'like_count': 21, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 2473}",['1906989373058687419'],"We’re excited to announce that the Transfidelity Sponsored Research Agreement was officially signed yesterday, on March 31st.

The project is set to kick off on May 1st, marking a major milestone in our shared journey toward innovation and discovery.

To celebrate this launch and https://t.co/AJQsoo6uWs",2025-04-01 08:37:51+00:00,1906989373058687419,,"{'annotations': [{'start': 35, 'end': 76, 'probability': 0.6777, 'type': 'Other', 'normalized_text': 'Transfidelity Sponsored Research Agreement'}], 'urls': [{'start': 281, 'end': 304, 'url': 'https://t.co/AJQsoo6uWs', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1906989373058687419/video/1', 'display_url': 'pic.x.com/AJQsoo6uWs', 'media_key': '13_1906989339265114112'}]}",{'media_keys': ['13_1906989339265114112']},21,8
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1906260008544645580'],"RT @xximpod: Guests: 
@LauraMinquini (@athena_DAO_) 
@katbu00 (@microbiomedao) 
@Julez_krc20 (@KaspaDAO) 
@tehchives (@whydrs)
@danimimm (@…",2025-03-30 08:19:37+00:00,1906260008544645580,"[{'type': 'retweeted', 'id': '1905932912459227456'}]","{'mentions': [{'start': 3, 'end': 11, 'username': 'xximpod', 'id': '1646672577233059840'}, {'start': 22, 'end': 36, 'username': 'LauraMinquini', 'id': '21095713'}, {'start': 38, 'end': 50, 'username': 'athena_DAO_', 'id': '1539990766298218497'}, {'start': 53, 'end': 61, 'username': 'katbu00', 'id': '1743018233840521216'}, {'start': 63, 'end': 77, 'username': 'microbiomedao', 'id': '1854233189591687168'}, {'start': 80, 'end': 92, 'username': 'Julez_krc20', 'id': '1803366394752299008'}, {'start': 94, 'end': 103, 'username': 'KaspaDAO', 'id': '1848428853695266816'}, {'start': 106, 'end': 116, 'username': 'tehchives', 'id': '856712184'}, {'start': 118, 'end': 125, 'username': 'whydrs', 'id': '1574383352936861702'}, {'start': 127, 'end': 136, 'username': 'danimimm', 'id': '4827636854'}]}",,0,4
"{'retweet_count': 15, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1905249737764204988'],"RT @pat_mayr: I wrote an updated post on the DeSci value chain. There are 4 parts: funding, execution, publishing and commercialization. Ov…",2025-03-27 13:25:09+00:00,1905249737764204988,"[{'type': 'retweeted', 'id': '1905238128782098536'}]","{'annotations': [{'start': 45, 'end': 49, 'probability': 0.725, 'type': 'Other', 'normalized_text': 'DeSci'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'pat_mayr', 'id': '929295964036268032'}]}",,0,15
"{'retweet_count': 8, 'reply_count': 4, 'like_count': 35, 'quote_count': 3, 'bookmark_count': 1, 'impression_count': 1987}",['1905009594474156128'],"We just minted our 3rd IP-NFT - Transfidelity.

1- NEURON-Percepta @Neuron_Percepta
2- NEURON-Fission
3- Transfidelity for Protein Stability

With many more to come! DeSci is all about consistency, long-term vision, and most importantly having a positive impact on the world. 🧠 https://t.co/Xm2YEfqaGW",2025-03-26 21:30:55+00:00,1905009594474156128,,"{'annotations': [{'start': 51, 'end': 56, 'probability': 0.6196, 'type': 'Other', 'normalized_text': 'NEURON'}, {'start': 87, 'end': 92, 'probability': 0.6355, 'type': 'Other', 'normalized_text': 'NEURON'}, {'start': 94, 'end': 100, 'probability': 0.4407, 'type': 'Other', 'normalized_text': 'Fission'}, {'start': 166, 'end': 170, 'probability': 0.6479, 'type': 'Other', 'normalized_text': 'DeSci'}], 'urls': [{'start': 278, 'end': 301, 'url': 'https://t.co/Xm2YEfqaGW', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1905009594474156128/photo/1', 'display_url': 'pic.x.com/Xm2YEfqaGW', 'media_key': '3_1905008721056395264'}], 'mentions': [{'start': 67, 'end': 83, 'username': 'Neuron_Percepta', 'id': '1876983620872904704'}]}",{'media_keys': ['3_1905008721056395264']},35,8
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 18, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 767}",['1904435732086772154'],Building never stops! https://t.co/zDoc54ednV,2025-03-25 07:30:35+00:00,1904435732086772154,"[{'type': 'quoted', 'id': '1903837358782345562'}]","{'urls': [{'start': 22, 'end': 45, 'url': 'https://t.co/zDoc54ednV', 'expanded_url': 'https://twitter.com/BioProtocol/status/1903837358782345562', 'display_url': 'x.com/BioProtocol/st…'}]}",,18,1
"{'retweet_count': 3, 'reply_count': 1, 'like_count': 15, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 841}",['1903720571931652377'],"Get ready for our Q1 2025 report, we will be sharing news, funding updates, and development milestones for the products under Cerebrum DAO.

Regardless of the market conditions, BioDAOs and DeSci projects must keep building and maintain an upward drive. https://t.co/pVuLjURKMs",2025-03-23 08:08:48+00:00,1903720571931652377,,"{'annotations': [{'start': 126, 'end': 137, 'probability': 0.814, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}, {'start': 178, 'end': 184, 'probability': 0.5918, 'type': 'Other', 'normalized_text': 'BioDAOs'}, {'start': 190, 'end': 194, 'probability': 0.6462, 'type': 'Other', 'normalized_text': 'DeSci'}], 'urls': [{'start': 254, 'end': 277, 'url': 'https://t.co/pVuLjURKMs', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1903720571931652377/photo/1', 'display_url': 'pic.x.com/pVuLjURKMs', 'media_key': '16_1903720562351878145'}]}",{'media_keys': ['16_1903720562351878145']},15,3
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 14, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 889}",['1902608338757587398'],"Events season is here! Cerebrum DAO is hosting SEABW DeSci Networking event on April 1st, 2025.

Come learn about DeSci and all the work that has been done to drive science forward. The future is now.

We are excited to see you there!

Register now: https://t.co/YjMACNJxm2",2025-03-20 06:29:11+00:00,1902608338757587398,,"{'annotations': [{'start': 23, 'end': 34, 'probability': 0.8878, 'type': 'Other', 'normalized_text': 'Cerebrum DAO'}, {'start': 47, 'end': 57, 'probability': 0.6423, 'type': 'Other', 'normalized_text': 'SEABW DeSci'}, {'start': 114, 'end': 118, 'probability': 0.5787, 'type': 'Other', 'normalized_text': 'DeSci'}], 'urls': [{'start': 250, 'end': 273, 'url': 'https://t.co/YjMACNJxm2', 'expanded_url': 'https://lu.ma/7me1d9v7', 'display_url': 'lu.ma/7me1d9v7', 'images': [{'url': 'https://pbs.twimg.com/news_img/1906915164454297601/zQfCUU2m?format=jpg&name=orig', 'width': 800, 'height': 419}, {'url': 'https://pbs.twimg.com/news_img/1906915164454297601/zQfCUU2m?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'SEABW DeSci Networking | Brews, Brunch & Brains | by Cerebrum DAO · Luma', 'description': ""Join Cerebrum DAO for a super fun networking afternoon of Brews, Brunch & Brains at a 5-Star Local Brewery! Connect with DeSci project founders, VC's,…"", 'unwound_url': 'https://lu.ma/7me1d9v7'}]}",,14,2
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1902601298781831625'],"RT @DesciLondon: Founder of @Cerebrum_DAO, @bmagierski, is exploring how DAOs, IP NFTs, and AI can reshape biomedical research. He believes…",2025-03-20 06:01:12+00:00,1902601298781831625,"[{'type': 'retweeted', 'id': '1902330089809052074'}]","{'annotations': [{'start': 73, 'end': 76, 'probability': 0.681, 'type': 'Other', 'normalized_text': 'DAOs'}, {'start': 79, 'end': 80, 'probability': 0.5422, 'type': 'Other', 'normalized_text': 'IP'}, {'start': 92, 'end': 93, 'probability': 0.393, 'type': 'Organization', 'normalized_text': 'AI'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'DesciLondon', 'id': '1530964003370979329'}, {'start': 28, 'end': 41, 'username': 'Cerebrum_DAO', 'id': '1448253975980126209'}, {'start': 43, 'end': 54, 'username': 'bmagierski', 'id': '6492452'}]}",,0,4
"{'retweet_count': 24, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1902601209527091488'],"RT @bioprotocol: Announcing DeSci Dubai 2025 🔬🌆

On April 29, the Museum of the Future becomes the launchpad for a scientific rebellion.…",2025-03-20 06:00:51+00:00,1902601209527091488,"[{'type': 'retweeted', 'id': '1902421435676803438'}]","{'annotations': [{'start': 28, 'end': 32, 'probability': 0.4462, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 34, 'end': 38, 'probability': 0.5668, 'type': 'Place', 'normalized_text': 'Dubai'}, {'start': 66, 'end': 71, 'probability': 0.3808, 'type': 'Place', 'normalized_text': 'Museum'}, {'start': 80, 'end': 85, 'probability': 0.3568, 'type': 'Place', 'normalized_text': 'Future'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'bioprotocol', 'id': '1531639904567971840'}]}",,0,24
"{'retweet_count': 2, 'reply_count': 1, 'like_count': 25, 'quote_count': 2, 'bookmark_count': 0, 'impression_count': 1434}",['1901228843194593741'],"We are diagnosed with the same thing, it’s contagious 🧠 https://t.co/ymwcel90TC https://t.co/OiXxFU5LB7",2025-03-16 11:07:33+00:00,1901228843194593741,"[{'type': 'quoted', 'id': '1900935582835961889'}]","{'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/ymwcel90TC', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1901228843194593741/photo/1', 'display_url': 'pic.x.com/ymwcel90TC', 'media_key': '3_1901228823540314112'}, {'start': 80, 'end': 103, 'url': 'https://t.co/OiXxFU5LB7', 'expanded_url': 'https://twitter.com/scagria/status/1900935582835961889', 'display_url': 'x.com/scagria/status…'}]}",{'media_keys': ['3_1901228823540314112']},25,2
"{'retweet_count': 100, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1901227639764857260'],"RT @NeuroscienceNew: Dopamine Can Rewire Reward-Linked Memories

New research reveals dopamine has a surprising role in reshaping the memor…",2025-03-16 11:02:47+00:00,1901227639764857260,"[{'type': 'retweeted', 'id': '1900988136479748133'}]","{'annotations': [{'start': 21, 'end': 46, 'probability': 0.6394, 'type': 'Other', 'normalized_text': 'Dopamine Can Rewire Reward'}, {'start': 48, 'end': 53, 'probability': 0.5023, 'type': 'Other', 'normalized_text': 'Linked'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'NeuroscienceNew', 'id': '32302688'}]}",,0,100
"{'retweet_count': 4, 'reply_count': 0, 'like_count': 13, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 459}",['1900269139278602316'],"Capital for Cures - 5th of May in Basel, Switzerland

If you are around on this date, make sure to stop by and check out the discussion about the funding gaps with @bmagierski giving a keynote about funding through DAOs.

Learn more: https://t.co/omX94bA49y https://t.co/eeG7nHkG8b",2025-03-13 19:34:02+00:00,1900269139278602316,,"{'annotations': [{'start': 34, 'end': 38, 'probability': 0.7693, 'type': 'Place', 'normalized_text': 'Basel'}, {'start': 41, 'end': 51, 'probability': 0.9341, 'type': 'Place', 'normalized_text': 'Switzerland'}, {'start': 215, 'end': 218, 'probability': 0.4099, 'type': 'Other', 'normalized_text': 'DAOs'}], 'urls': [{'start': 234, 'end': 257, 'url': 'https://t.co/omX94bA49y', 'expanded_url': 'https://capitalforcures.rsvpify.com/?securityToken=GB51bBeuPQYINHc9sk2998nX46LtBc9o', 'display_url': 'capitalforcures.rsvpify.com/?securityToken…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1900269145326784512/iF9yxs8_?format=png&name=orig', 'width': 2000, 'height': 1830}, {'url': 'https://pbs.twimg.com/news_img/1900269145326784512/iF9yxs8_?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Capital for Cures - RSVPify', 'description': '- Messepl. 20a, 4058 Basel', 'unwound_url': 'https://capitalforcures.rsvpify.com/?securityToken=UP0ubyVsfZp5EmcHYBXUS3D2VVSdVW5M'}, {'start': 258, 'end': 281, 'url': 'https://t.co/eeG7nHkG8b', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1900269139278602316/photo/1', 'display_url': 'pic.x.com/eeG7nHkG8b', 'media_key': '3_1900268975382290433'}], 'mentions': [{'start': 164, 'end': 175, 'username': 'bmagierski', 'id': '6492452'}]}",{'media_keys': ['3_1900268975382290433']},13,4
"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1899862217186476235'],"RT @TrillionHubz: 🔥Top-tier #DeSci Projects launched on $BIO @bioprotocol rank by MarketCap 🧬

1. $VITA @vita_dao - MC: $30M
2. $HAIR @Hair…",2025-03-12 16:37:04+00:00,1899862217186476235,"[{'type': 'retweeted', 'id': '1899823191918317759'}]","{'annotations': [{'start': 29, 'end': 33, 'probability': 0.6275, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 57, 'end': 59, 'probability': 0.3897, 'type': 'Organization', 'normalized_text': 'BIO'}, {'start': 82, 'end': 90, 'probability': 0.6686, 'type': 'Other', 'normalized_text': 'MarketCap'}, {'start': 99, 'end': 102, 'probability': 0.417, 'type': 'Organization', 'normalized_text': 'VITA'}, {'start': 129, 'end': 132, 'probability': 0.4324, 'type': 'Other', 'normalized_text': 'HAIR'}], 'hashtags': [{'start': 28, 'end': 34, 'tag': 'DeSci'}], 'cashtags': [{'start': 56, 'end': 60, 'tag': 'BIO'}, {'start': 98, 'end': 103, 'tag': 'VITA'}, {'start': 128, 'end': 133, 'tag': 'HAIR'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'TrillionHubz', 'id': '1744185006850023424'}, {'start': 61, 'end': 73, 'username': 'bioprotocol', 'id': '1531639904567971840'}, {'start': 104, 'end': 113, 'username': 'vita_dao', 'id': '1361314891425067009'}]}",,0,7
"{'retweet_count': 3, 'reply_count': 4, 'like_count': 28, 'quote_count': 1, 'bookmark_count': 1, 'impression_count': 866}",['1899746954361405866'],"What do you think about these points ""The Future of DeSci"" from Grok?

- Research suggests DeSci could transform science by making research more open and collaborative, but it's still early with many challenges ahead.

- It seems likely that DeSci will grow, especially in fields https://t.co/abvt0rkQNM",2025-03-12 08:59:04+00:00,1899746954361405866,,"{'annotations': [{'start': 38, 'end': 56, 'probability': 0.872, 'type': 'Other', 'normalized_text': 'The Future of DeSci'}, {'start': 64, 'end': 67, 'probability': 0.4922, 'type': 'Other', 'normalized_text': 'Grok'}, {'start': 91, 'end': 95, 'probability': 0.6573, 'type': 'Other', 'normalized_text': 'DeSci'}, {'start': 242, 'end': 246, 'probability': 0.6456, 'type': 'Other', 'normalized_text': 'DeSci'}], 'urls': [{'start': 280, 'end': 303, 'url': 'https://t.co/abvt0rkQNM', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1899746954361405866/photo/1', 'display_url': 'pic.x.com/abvt0rkQNM', 'media_key': '3_1899746943502352384'}]}",{'media_keys': ['3_1899746943502352384']},28,3
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 607}",['1899745727959478720'],Get ready to explore a new way of approaching science. #DeSci https://t.co/vlzXM4PuT7,2025-03-12 08:54:11+00:00,1899745727959478720,"[{'type': 'quoted', 'id': '1899385000363020580'}]","{'annotations': [{'start': 56, 'end': 60, 'probability': 0.5133, 'type': 'Other', 'normalized_text': 'DeSci'}], 'hashtags': [{'start': 55, 'end': 61, 'tag': 'DeSci'}], 'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/vlzXM4PuT7', 'expanded_url': 'https://twitter.com/Neuron_Percepta/status/1899385000363020580', 'display_url': 'x.com/Neuron_Percept…'}]}",,7,2
"{'retweet_count': 12, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1899047862006088053'],"RT @vita_dao: BIO Agents Hackathon by @bioprotocol 

Berlin, April 8-10

or virtually

$50K prize pool

Register now: https://t.co/CdVCPwvv…",2025-03-10 10:41:07+00:00,1899047862006088053,"[{'type': 'retweeted', 'id': '1898764260538249640'}]","{'annotations': [{'start': 14, 'end': 33, 'probability': 0.4949, 'type': 'Other', 'normalized_text': 'BIO Agents Hackathon'}, {'start': 53, 'end': 58, 'probability': 0.4915, 'type': 'Organization', 'normalized_text': 'Berlin'}], 'urls': [{'start': 118, 'end': 139, 'url': 'https://t.co/CdVCPwvv', 'display_url': 't.co/CdVCPwvv'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'vita_dao', 'id': '1361314891425067009'}, {'start': 38, 'end': 50, 'username': 'bioprotocol', 'id': '1531639904567971840'}]}",,0,12
"{'retweet_count': 6, 'reply_count': 2, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 570}",['1897993805577498987'],"As of 2024, Alzheimer's disease remains a major global and U.S. challenge:

- Over 55 million people worldwide have Alzheimer's.
- About 6.9 million Americans aged 65+ have Alzheimer's dementia, nearly two-thirds being women.
- U.S. care costs for Alzheimer's and other dementias https://t.co/G0rkmTjLCA",2025-03-07 12:52:40+00:00,1897993805577498987,,"{'annotations': [{'start': 12, 'end': 30, 'probability': 0.9567, 'type': 'Other', 'normalized_text': ""Alzheimer's disease""}, {'start': 59, 'end': 62, 'probability': 0.7779, 'type': 'Place', 'normalized_text': 'U.S.'}, {'start': 116, 'end': 126, 'probability': 0.893, 'type': 'Other', 'normalized_text': ""Alzheimer's""}, {'start': 173, 'end': 192, 'probability': 0.8004, 'type': 'Other', 'normalized_text': ""Alzheimer's dementia""}, {'start': 228, 'end': 231, 'probability': 0.7885, 'type': 'Place', 'normalized_text': 'U.S.'}, {'start': 248, 'end': 258, 'probability': 0.8634, 'type': 'Other', 'normalized_text': ""Alzheimer's""}, {'start': 270, 'end': 278, 'probability': 0.6506, 'type': 'Other', 'normalized_text': 'dementias'}], 'urls': [{'start': 280, 'end': 303, 'url': 'https://t.co/G0rkmTjLCA', 'expanded_url': 'https://x.com/Cerebrum_DAO/status/1897993805577498987/photo/1', 'display_url': 'pic.x.com/G0rkmTjLCA', 'media_key': '3_1897993797721571328'}]}",{'media_keys': ['3_1897993797721571328']},9,6
